,replicate,time,living,dead,rough,spacer,resistants,virulent,mucin_mode,global_energy_reserves
881,8,81,131,2180,1.0,0.0,1.0,0.0,0.0,100.0
882,8,82,131,2211,1.0,0.0,1.0,0.0,0.0,100.0
883,8,83,127,2242,1.0,0.0,1.0,0.0,0.0,100.0
884,8,84,129,2269,1.0,0.0,1.0,0.0,0.0,100.0
885,8,85,142,2298,1.0,0.0,1.0,0.0,0.0,100.0
886,8,86,132,2340,1.0,0.0,1.0,0.0,0.0,100.0
887,8,87,136,2372,1.0,0.0,1.0,0.0,0.0,100.0
888,8,88,131,2408,1.0,0.0,1.0,0.0,0.0,100.0
889,8,89,126,2439,1.0,0.0,1.0,0.0,0.0,100.0
890,8,90,131,2465,1.0,0.0,1.0,0.0,0.0,100.0
891,8,91,123,2496,1.0,0.0,1.0,0.0,0.0,100.0
892,8,92,132,2519,1.0,0.0,1.0,0.0,0.0,100.0
893,8,93,135,2551,1.0,0.0,1.0,0.0,0.0,100.0
894,8,94,132,2586,1.0,0.0,1.0,0.0,0.0,100.0
895,8,95,130,2618,1.0,0.0,1.0,0.0,0.0,100.0
896,8,96,127,2648,1.0,0.0,1.0,0.0,0.0,100.0
897,8,97,124,2675,1.0,0.0,1.0,0.0,0.0,100.0
898,8,98,124,2699,1.0,0.0,1.0,0.0,0.0,100.0
899,8,99,130,2724,1.0,0.0,1.0,0.0,0.0,101.0
900,9,0,14,1,0.35714285714285715,0.0,0.35714285714285715,0.6428571428571429,0.0,190.0
901,9,1,17,1,0.29411764705882354,0.0,0.29411764705882354,0.7058823529411765,0.23529411764705882,276.0
902,9,2,25,1,0.44,0.0,0.44,0.56,0.28,359.0
903,9,3,32,1,0.5,0.0,0.5,0.5,0.25,434.0
904,9,4,28,12,0.5,0.0,0.5,0.5,0.17857142857142858,513.0
905,9,5,31,15,0.5483870967741935,0.0,0.5483870967741935,0.45161290322580644,0.1935483870967742,588.0
906,9,6,37,18,0.6486486486486487,0.0,0.6486486486486487,0.35135135135135137,0.16216216216216217,660.0
907,9,7,37,26,0.6756756756756757,0.0,0.6756756756756757,0.32432432432432434,0.1891891891891892,732.0
908,9,8,35,33,0.8,0.02857142857142857,0.8,0.2,0.17142857142857143,802.0
909,9,9,35,40,0.7428571428571429,0.02857142857142857,0.7428571428571429,0.2571428571428571,0.22857142857142856,874.0
910,9,10,34,46,0.6764705882352942,0.029411764705882353,0.6764705882352942,0.3235294117647059,0.2647058823529412,945.0
911,9,11,30,54,0.6666666666666666,0.03333333333333333,0.6666666666666666,0.3333333333333333,0.3,1019.0
912,9,12,30,63,0.6333333333333333,0.0,0.6333333333333333,0.36666666666666664,0.3333333333333333,1098.0
913,9,13,32,68,0.59375,0.0,0.59375,0.40625,0.375,1173.0
914,9,14,35,75,0.5428571428571428,0.0,0.5428571428571428,0.45714285714285713,0.42857142857142855,1248.0
915,9,15,41,80,0.5121951219512195,0.0,0.5121951219512195,0.4878048780487805,0.4878048780487805,1318.0
916,9,16,52,84,0.5384615384615384,0.0,0.5384615384615384,0.46153846153846156,0.46153846153846156,1381.0
917,9,17,47,92,0.6808510638297872,0.0,0.6808510638297872,0.3191489361702128,0.3191489361702128,1444.0
918,9,18,51,99,0.7058823529411765,0.0,0.7058823529411765,0.29411764705882354,0.29411764705882354,1504.0
919,9,19,61,107,0.7540983606557377,0.0,0.7540983606557377,0.2459016393442623,0.2459016393442623,1561.0
920,9,20,67,116,0.7910447761194029,0.0,0.7910447761194029,0.208955223880597,0.208955223880597,1609.0
921,9,21,74,129,0.8108108108108109,0.0,0.8108108108108109,0.1891891891891892,0.1891891891891892,1655.0
922,9,22,84,139,0.8452380952380952,0.0,0.8452380952380952,0.15476190476190477,0.15476190476190477,1691.0
923,9,23,103,150,0.8737864077669902,0.0,0.8737864077669902,0.1262135922330097,0.1262135922330097,1718.0
924,9,24,112,168,0.8660714285714286,0.0,0.8660714285714286,0.13392857142857142,0.13392857142857142,1733.0
925,9,25,126,183,0.8650793650793651,0.0,0.8650793650793651,0.1349206349206349,0.1349206349206349,1736.0
926,9,26,41,190,0.7560975609756098,0.0,0.7560975609756098,0.24390243902439024,0.24390243902439024,1805.0
927,9,27,48,198,0.7708333333333334,0.0,0.7708333333333334,0.22916666666666666,0.22916666666666666,1872.0
928,9,28,56,209,0.7142857142857143,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,1935.0
929,9,29,72,214,0.7083333333333334,0.0,0.7083333333333334,0.2916666666666667,0.2916666666666667,1984.0
930,9,30,88,221,0.7272727272727273,0.0,0.7272727272727273,0.2727272727272727,0.2727272727272727,2019.0
931,9,31,97,231,0.7216494845360825,0.0,0.7216494845360825,0.27835051546391754,0.27835051546391754,2041.0
932,9,32,109,246,0.7706422018348624,0.0,0.7706422018348624,0.22935779816513763,0.22935779816513763,2059.0
933,9,33,116,265,0.8103448275862069,0.0,0.8103448275862069,0.1896551724137931,0.1896551724137931,2069.0
934,9,34,128,286,0.8359375,0.0,0.8359375,0.1640625,0.1640625,2074.0
935,9,35,135,309,0.8592592592592593,0.0,0.8592592592592593,0.14074074074074075,0.14074074074074075,2069.0
936,9,36,154,328,0.8571428571428571,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,2053.0
937,9,37,156,355,0.8589743589743589,0.01282051282051282,0.8589743589743589,0.14102564102564102,0.14102564102564102,2026.0
938,9,38,167,381,0.8622754491017964,0.005988023952095809,0.8622754491017964,0.1377245508982036,0.1377245508982036,1996.0
939,9,39,174,414,0.8563218390804598,0.005747126436781609,0.8563218390804598,0.14367816091954022,0.14367816091954022,1962.0
940,9,40,189,444,0.8677248677248677,0.005291005291005291,0.8677248677248677,0.13227513227513227,0.13227513227513227,1918.0
941,9,41,190,482,0.868421052631579,0.010526315789473684,0.868421052631579,0.13157894736842105,0.13157894736842105,1867.0
942,9,42,207,511,0.8840579710144928,0.004830917874396135,0.8840579710144928,0.11594202898550725,0.11594202898550725,1806.0
943,9,43,235,548,0.9148936170212766,0.00425531914893617,0.9148936170212766,0.0851063829787234,0.0851063829787234,1736.0
944,9,44,245,588,0.9183673469387755,0.0163265306122449,0.9183673469387755,0.08163265306122448,0.08163265306122448,1641.0
945,9,45,267,633,0.9288389513108615,0.026217228464419477,0.9288389513108615,0.07116104868913857,0.07116104868913857,1541.0
946,9,46,302,672,0.9536423841059603,0.029801324503311258,0.9536423841059603,0.046357615894039736,0.046357615894039736,1413.0
947,9,47,347,718,0.9596541786743515,0.040345821325648415,0.9596541786743515,0.040345821325648415,0.040345821325648415,1257.0
948,9,48,368,783,0.9646739130434783,0.051630434782608696,0.9646739130434783,0.035326086956521736,0.035326086956521736,1075.0
949,9,49,417,833,0.9616306954436451,0.05755395683453238,0.9616306954436451,0.03836930455635491,0.03836930455635491,857.0
950,9,50,451,900,0.9711751662971175,0.05321507760532151,0.9711751662971175,0.028824833702882482,0.028824833702882482,607.0
951,9,51,502,974,0.9721115537848606,0.053784860557768925,0.9721115537848606,0.027888446215139442,0.027888446215139442,330.0
952,9,52,435,1146,0.993103448275862,0.0367816091954023,0.993103448275862,0.006896551724137931,0.006896551724137931,100.0
953,9,53,126,1481,1.0,0.0,1.0,0.0,0.0,100.0
954,9,54,137,1507,1.0,0.0,1.0,0.0,0.0,100.0
955,9,55,128,1544,1.0,0.0,1.0,0.0,0.0,100.0
956,9,56,130,1572,1.0,0.0,1.0,0.0,0.0,100.0
957,9,57,126,1602,1.0,0.0,1.0,0.0,0.0,100.0
958,9,58,138,1628,1.0,0.0,1.0,0.0,0.0,100.0
959,9,59,126,1666,1.0,0.0,1.0,0.0,0.0,100.0
960,9,60,126,1692,1.0,0.0,1.0,0.0,0.0,100.0
961,9,61,131,1718,1.0,0.0,1.0,0.0,0.0,100.0
962,9,62,135,1749,1.0,0.0,1.0,0.0,0.0,100.0
963,9,63,137,1784,1.0,0.0,1.0,0.0,0.0,100.0
964,9,64,138,1821,1.0,0.0,1.0,0.0,0.0,100.0
965,9,65,124,1859,1.0,0.0,1.0,0.0,0.0,100.0
966,9,66,128,1883,1.0,0.0,1.0,0.0,0.0,100.0
967,9,67,125,1911,1.0,0.0,1.0,0.0,0.0,100.0
968,9,68,126,1936,1.0,0.0,1.0,0.0,0.0,100.0
969,9,69,130,1965,1.0,0.0,1.0,0.0,0.0,103.0
970,9,70,129,1992,1.0,0.0,1.0,0.0,0.0,100.0
971,9,71,127,2021,1.0,0.0,1.0,0.0,0.0,100.0
972,9,72,128,2048,1.0,0.0,1.0,0.0,0.0,100.0
973,9,73,128,2076,1.0,0.0,1.0,0.0,0.0,100.0
974,9,74,130,2104,1.0,0.0,1.0,0.0,0.0,100.0
975,9,75,131,2134,1.0,0.0,1.0,0.0,0.0,100.0
976,9,76,125,2165,1.0,0.0,1.0,0.0,0.0,100.0
977,9,77,128,2190,1.0,0.0,1.0,0.0,0.0,100.0
978,9,78,133,2218,1.0,0.0,1.0,0.0,0.0,100.0
979,9,79,132,2251,1.0,0.0,1.0,0.0,0.0,100.0
980,9,80,131,2283,1.0,0.0,1.0,0.0,0.0,100.0
981,9,81,129,2314,1.0,0.0,1.0,0.0,0.0,100.0
982,9,82,138,2343,1.0,0.0,1.0,0.0,0.0,100.0
983,9,83,128,2381,1.0,0.0,1.0,0.0,0.0,100.0
984,9,84,127,2409,1.0,0.0,1.0,0.0,0.0,100.0
985,9,85,125,2436,1.0,0.0,1.0,0.0,0.0,100.0
986,9,86,130,2461,1.0,0.0,1.0,0.0,0.0,100.0
987,9,87,133,2491,1.0,0.0,1.0,0.0,0.0,100.0
988,9,88,128,2524,1.0,0.0,1.0,0.0,0.0,100.0
989,9,89,128,2552,1.0,0.0,1.0,0.0,0.0,100.0
990,9,90,130,2580,1.0,0.0,1.0,0.0,0.0,100.0
991,9,91,123,2610,1.0,0.0,1.0,0.0,0.0,100.0
992,9,92,127,2635,1.0,0.0,1.0,0.0,0.0,102.0
993,9,93,134,2660,1.0,0.0,1.0,0.0,0.0,100.0
994,9,94,133,2694,1.0,0.0,1.0,0.0,0.0,100.0
995,9,95,134,2727,1.0,0.0,1.0,0.0,0.0,100.0
996,9,96,127,2761,1.0,0.0,1.0,0.0,0.0,100.0
997,9,97,131,2788,1.0,0.0,1.0,0.0,0.0,100.0
998,9,98,142,2819,1.0,0.0,1.0,0.0,0.0,100.0
999,9,99,127,2861,1.0,0.0,1.0,0.0,0.0,100.0
